ACCIDENTDATE,snowing,raining,foggy,smoke,dust,strong_winds,wind_dir,wind_speed,temperature,SURFACE_COND
2007-04-09,0,0,0,0,0,0,N,22.0,66.0,1
2007-04-07,0,0,0,0,0,0,W,1.0,70.0,1
2007-03-30,0,0,0,0,0,0,WSW,24.0,60.0,1
2007-03-06,0,0,0,0,0,0,SE,10.0,59.0,9
2007-03-02,0,0,0,0,0,0,S,9.0,61.0,1
2007-03-03,0,1,0,0,0,0,WNW,12.0,95.0,2
2007-03-11,0,0,0,0,0,0,WSW,10.0,65.0,1
2007-03-23,0,0,0,0,0,0,NNE,15.0,83.0,1
2007-04-03,0,0,0,0,0,0,SSE,5.0,59.0,1
2007-02-28,0,0,0,0,0,0,S,7.0,74.0,1
2007-03-31,0,0,0,0,0,0,S,13.0,62.0,1
2007-03-05,0,0,0,0,0,0,SSW,17.0,69.0,1
2007-03-09,0,0,0,0,0,0,SE,7.0,63.0,1
2007-03-25,0,0,0,0,0,0,S,16.0,60.0,1
2007-03-20,0,1,0,0,0,0,N,8.0,71.0,2
2007-03-15,0,0,0,0,0,0,NNW,10.0,82.0,1
2007-04-11,0,0,0,0,0,0,W,9.0,63.0,1
2007-03-13,0,0,0,0,0,0,S,6.0,61.0,1
2007-03-01,0,0,0,0,0,0,S,17.0,77.0,1
2007-03-10,0,0,0,0,0,0,NE,8.0,82.0,1
2007-03-18,0,0,0,0,0,0,SSE,8.0,66.0,1
2007-04-08,0,0,0,0,0,0,N,15.0,71.0,1
2007-04-05,0,0,0,0,0,0,S,15.0,48.0,1
2007-03-28,0,1,0,0,0,0,NNW,8.0,70.0,2
2007-04-02,0,0,0,0,0,0,S,6.0,60.0,1
2007-03-14,0,0,0,0,0,0,ESE,7.0,69.0,1
2007-03-16,0,0,0,0,0,0,SSW,10.0,66.0,2
2007-03-24,0,0,0,0,0,0,WSW,13.0,51.0,1
2007-03-08,0,0,0,0,0,0,SW,25.0,66.0,1
2007-04-04,0,0,0,0,0,0,SSE,5.0,62.0,1
2007-03-04,0,0,0,0,0,0,SSW,15.0,61.0,1
2007-03-29,0,0,0,0,0,0,NW,12.0,54.0,1
2007-04-06,0,0,0,0,0,0,SE,8.0,55.0,9
2007-03-07,0,0,0,0,0,0,ENE,17.0,77.0,1
2007-03-12,0,0,0,0,0,0,WSW,9.0,58.0,1
2007-04-01,0,0,0,0,0,0,SE,5.0,67.0,1
2007-05-23,0,0,0,0,0,0,WNW,13.0,58.0,1
2007-05-16,0,0,0,0,0,0,N,9.0,61.0,1
2007-05-25,0,0,0,0,0,0,N,20.0,64.0,1
2007-05-26,0,0,0,0,0,0,NNE,12.0,55.0,1
2007-04-17,0,0,0,0,0,0,NNE,6.0,57.0,1
2007-04-22,0,0,0,0,0,0,WSW,15.0,57.0,2
2007-04-27,0,0,0,0,0,0,E,7.0,58.0,1
2007-05-18,0,0,0,0,0,0,WNW,10.0,55.0,1
2007-04-30,0,0,0,0,0,0,SW,6.0,53.0,1
2007-05-21,0,0,0,0,0,0,NW,15.0,55.0,1
2007-05-22,0,0,0,0,0,0,WNW,15.0,57.0,1
2007-05-24,0,0,0,0,0,0,N,23.0,55.0,1
2007-04-23,0,0,0,0,0,0,E,7.0,61.0,1
2007-04-12,0,0,0,0,0,0,SSE,12.0,51.0,1
2007-04-26,0,0,0,0,0,0,N,13.0,61.0,1
2007-04-28,0,0,0,0,0,0,NNW,12.0,66.0,9
2007-05-07,0,0,0,0,0,0,N,12.0,70.0,1
2007-05-01,0,0,0,0,0,0,N,14.0,68.0,1
2007-05-04,0,0,0,0,0,0,N,8.0,56.0,1
2007-05-10,0,0,0,0,0,0,N,5.0,54.0,1
2007-05-14,0,0,0,0,0,0,NNE,12.0,71.0,1
2007-05-19,0,0,0,0,0,0,N,12.0,53.0,1
2007-04-19,0,0,0,0,0,0,ESE,5.0,67.0,1
2007-05-20,0,0,0,0,0,0,NNW,18.0,56.0,1
2007-04-15,0,0,0,0,0,0,WNW,8.0,62.0,1
2007-04-24,0,0,0,0,0,0,E,15.0,66.0,1
2007-05-12,0,0,0,0,0,0,ENE,5.0,54.0,1
2007-04-29,0,0,0,0,0,0,N,7.0,59.0,9
2007-05-03,0,0,0,0,0,0,N,10.0,57.0,2
2007-05-08,0,0,0,0,0,0,SSE,10.0,53.0,1
2007-04-13,0,0,0,0,0,0,E,5.0,56.0,1
2007-04-21,0,1,0,0,0,0,WNW,8.0,59.0,2
2007-05-02,0,0,0,0,0,0,NNW,18.0,69.0,1
2007-05-11,0,0,0,0,0,0,S,1.0,70.0,1
2007-05-05,0,0,0,0,0,0,NNW,20.0,64.0,1
2007-05-06,0,0,0,0,0,0,W,15.0,58.0,2
2007-05-17,0,0,0,0,0,0,NE,5.0,60.0,2
2007-04-25,0,0,0,0,0,0,NNE,2.0,53.0,1
2007-04-16,0,0,0,0,0,0,SW,10.0,59.0,1
2007-05-09,0,0,0,0,0,0,S,20.0,51.0,1
2007-05-13,0,0,0,0,0,0,N,12.0,50.0,1
2007-04-18,0,0,0,0,0,0,WSW,9.0,73.0,1
2007-04-14,0,0,0,0,0,0,W,8.0,80.0,1
2007-04-20,0,0,0,0,0,0,SSE,12.0,60.0,1
2007-05-15,0,0,0,0,0,0,N,10.0,61.0,9
2007-06-21,0,0,0,0,0,0,S,15.0,39.0,1
2007-06-12,0,0,0,0,0,0,SW,8.0,42.0,1
2007-06-05,0,0,0,0,0,0,S,13.0,49.0,1
2007-07-07,0,1,0,0,0,0,S,15.0,48.0,2
2007-07-12,0,0,0,0,0,0,W,6.0,45.0,2
2007-06-03,0,0,0,0,0,0,N,15.0,57.0,1
2007-07-02,0,0,0,0,0,0,NW,14.0,54.0,9
2007-06-20,0,0,0,0,0,0,W,10.0,47.0,2
2007-06-04,0,0,0,0,0,0,SE,8.0,50.0,1
2007-07-05,0,1,0,0,0,0,WSW,16.0,46.0,2
2007-05-30,0,0,0,0,0,0,N,13.0,50.0,1
2007-07-04,0,0,0,0,0,0,N,12.0,53.0,2
2007-06-30,0,0,0,0,0,0,N,8.0,43.0,2
2007-06-17,0,1,0,0,0,0,S,17.0,54.0,2
2007-07-10,0,0,0,0,0,0,E,7.0,54.0,1
2007-06-13,0,0,0,0,0,0,S,10.0,51.0,9
2007-05-29,0,0,0,0,0,0,N,18.0,66.0,1
2007-06-06,0,0,0,0,0,0,SSW,6.0,53.0,1
2007-06-15,0,0,1,0,0,0,NE,5.0,37.0,1
2007-07-06,0,1,0,0,0,0,NNW,9.0,47.0,2
2007-06-29,0,0,0,0,0,0,N,3.0,45.0,1
2007-06-02,0,0,0,0,0,0,NNE,3.0,44.0,1
2007-06-08,0,0,0,0,0,0,SE,7.0,51.0,1
2007-06-26,0,0,0,0,0,0,N,7.0,49.0,1
2007-07-03,0,0,0,0,0,0,NNW,7.0,53.0,2
2007-06-01,0,0,0,0,0,0,E,5.0,49.0,1
2007-06-22,0,0,0,0,0,0,ENE,3.0,42.0,2
2007-06-14,0,0,0,0,0,0,N,7.0,36.0,2
2007-07-14,0,1,0,0,0,0,W,14.0,43.0,2
2007-06-25,0,0,0,0,0,0,N,16.0,52.0,1
2007-06-28,0,0,0,0,0,0,S,5.0,49.0,1
2007-07-08,0,1,0,0,0,0,SSE,23.0,46.0,2
2007-07-09,0,0,0,0,0,0,SE,9.0,55.0,1
2007-06-19,0,1,0,0,0,0,S,15.0,52.0,2
2007-06-09,0,0,0,0,0,0,SSE,15.0,44.0,1
2007-06-11,0,0,0,0,0,0,SSW,8.0,54.0,2
2007-05-27,0,0,0,0,0,0,N,23.0,64.0,1
2007-05-31,0,1,0,0,0,0,NNW,31.0,53.0,2
2007-06-24,0,0,0,0,0,0,E,5.0,53.0,2
2007-07-13,0,0,0,0,0,0,SW,8.0,43.0,2
2007-06-23,0,1,0,0,0,0,WSW,5.0,47.0,2
2007-06-18,0,1,0,0,0,0,S,20.0,43.0,2
2007-07-01,0,0,0,0,0,0,NW,10.0,52.0,1
2007-06-10,0,0,0,0,0,0,N,10.0,52.0,1
2007-06-07,0,0,0,0,0,0,SSE,15.0,56.0,1
2007-06-16,0,0,0,0,0,0,N,2.0,51.0,1
2007-05-28,0,0,0,0,0,0,NNW,20.0,64.0,1
2007-07-11,0,1,0,0,0,0,N,9.0,48.0,2
2007-06-27,0,1,0,0,0,0,S,23.0,53.0,2
2007-08-11,0,0,0,0,0,0,WNW,14.0,51.0,2
2007-07-18,0,0,0,0,0,0,WSW,12.0,49.0,2
2007-08-25,0,1,0,0,0,0,N,6.0,49.0,2
2007-07-23,0,0,0,0,0,0,N,20.0,54.0,1
2007-08-21,0,0,0,0,0,0,S,18.0,45.0,1
2007-08-03,0,0,0,0,0,0,W,7.0,37.0,1
2007-08-02,0,0,0,0,0,0,NW,18.0,55.0,1
2007-07-28,0,0,0,0,0,0,W,14.0,53.0,1
2007-08-14,0,0,0,0,0,0,NNW,2.0,43.0,1
2007-07-19,0,1,0,0,0,0,W,9.0,46.0,2
2007-07-31,0,0,0,0,0,0,N,9.0,50.0,1
2007-08-13,0,0,0,0,0,0,S,13.0,52.0,1
2007-07-27,0,0,0,0,0,0,NNW,8.0,54.0,2
2007-08-29,0,0,0,0,0,0,SE,7.0,60.0,1
2007-08-19,0,0,0,0,0,0,SE,6.0,56.0,1
2007-08-23,0,0,0,0,0,0,E,6.0,47.0,1
2007-07-15,0,1,0,0,0,0,NNE,5.0,42.0,2
2007-07-17,0,0,0,0,0,0,N,17.0,42.0,2
2007-07-30,0,0,0,0,0,0,N,5.0,53.0,1
2007-08-31,0,1,0,0,0,0,NNW,25.0,60.0,2
2007-08-09,0,0,0,0,0,0,N,29.0,59.0,1
2007-08-30,0,0,0,0,0,0,N,17.0,68.0,1
2007-08-24,0,0,0,0,0,0,N,18.0,63.0,1
2007-08-17,0,0,0,0,0,0,SE,3.0,47.0,1
2007-07-29,0,0,0,0,0,0,N,7.0,45.0,9
2007-08-15,0,0,0,0,0,0,N,7.0,56.0,1
2007-07-16,0,0,0,0,0,0,N,16.0,50.0,1
2007-08-18,0,0,0,0,0,0,SW,10.0,53.0,1
2007-08-10,0,0,0,0,0,0,NNW,20.0,57.0,1
2007-08-01,0,0,0,0,0,0,N,23.0,47.0,1
2007-08-05,0,1,0,0,0,0,WNW,10.0,48.0,2
2007-07-20,0,0,0,0,0,0,S,14.0,41.0,1
2007-07-24,0,0,0,0,0,0,NE,10.0,50.0,1
2007-08-20,0,0,0,0,0,0,NNE,5.0,44.0,1
2007-07-21,0,0,0,0,0,0,ENE,5.0,51.0,1
2007-07-26,0,0,0,0,0,0,NNE,6.0,57.0,1
2007-08-26,0,0,0,0,0,0,NNW,14.0,69.0,1
2007-08-12,0,0,0,0,0,0,SSE,5.0,47.0,2
2007-07-22,0,0,0,0,0,0,N,18.0,35.0,5
2007-08-27,0,0,0,0,0,0,N,22.0,56.0,1
2007-08-07,0,0,0,0,0,0,N,14.0,58.0,1
2007-08-04,0,0,0,0,0,0,W,8.0,55.0,1
2007-08-28,0,0,0,0,0,0,WSW,15.0,65.0,1
2007-08-06,0,0,0,0,0,0,W,8.0,51.0,1
2007-08-22,0,0,0,0,0,0,N,2.0,48.0,1
2007-08-16,0,0,0,0,0,0,SSE,3.0,55.0,1
2007-07-25,0,0,0,0,0,0,N,6.0,65.0,1
2007-08-08,0,0,0,0,0,0,N,20.0,56.0,1
2007-10-12,0,1,0,0,0,0,SW,18.0,52.0,2
2007-10-06,0,0,0,0,0,0,SE,3.0,49.0,1
2007-09-19,0,1,0,0,0,0,NNW,20.0,61.0,2
2007-09-22,0,0,0,0,0,0,S,12.0,50.0,1
2007-09-25,0,0,0,0,0,0,ESE,8.0,61.0,1
2007-09-28,0,0,0,0,0,0,WNW,26.0,60.0,1
2007-10-01,0,0,0,0,0,0,N,12.0,54.0,1
2007-09-01,0,0,0,0,0,0,W,6.0,44.0,1
2007-10-09,0,0,0,0,0,0,SSE,14.0,63.0,1
2007-09-15,0,0,0,0,0,0,W,9.0,50.0,1
2007-09-04,0,0,0,0,0,0,SE,10.0,57.0,1
2007-09-08,0,0,0,0,0,0,N,3.0,38.0,1
2007-09-14,0,0,0,0,0,0,W,17.0,54.0,1
2007-10-04,0,0,0,0,0,0,NW,18.0,59.0,2
2007-09-05,0,0,0,0,0,0,NE,8.0,63.0,1
2007-10-11,0,1,0,0,0,0,SE,5.0,54.0,2
2007-10-05,0,0,0,0,0,0,WNW,12.0,51.0,1
2007-09-20,0,0,0,0,0,0,WSW,9.0,58.0,1
2007-09-21,0,0,0,0,0,0,WSW,12.0,62.0,1
2007-09-06,0,0,0,0,0,0,N,10.0,66.0,1
2007-10-08,0,0,0,0,0,0,WNW,8.0,55.0,1
2007-10-16,0,0,0,0,0,0,WSW,22.0,56.0,1
2007-10-10,0,0,0,0,0,0,WNW,9.0,65.0,1
2007-10-02,0,0,0,0,0,0,W,15.0,53.0,1
2007-09-09,0,0,0,0,0,0,N,15.0,48.0,1
2007-09-23,0,0,0,0,0,0,NNE,13.0,44.0,1
2007-09-07,0,0,0,0,0,0,NNE,9.0,65.0,1
2007-09-13,0,0,0,0,0,0,NNE,18.0,68.0,1
2007-10-18,0,0,0,0,0,0,E,6.0,50.0,1
2007-09-12,0,0,0,0,0,0,NE,3.0,53.0,1
2007-09-30,0,0,0,0,0,0,W,25.0,63.0,1
2007-09-03,0,0,0,0,0,0,SW,6.0,43.0,1
2007-10-15,0,0,0,0,0,0,W,8.0,74.0,1
2007-09-24,0,0,0,0,0,0,W,21.0,61.0,1
2007-09-16,0,0,0,0,0,0,NNE,15.0,64.0,1
2007-09-11,0,0,0,0,0,0,WSW,21.0,60.0,1
2007-09-27,0,0,0,0,0,0,N,24.0,66.0,1
2007-10-14,0,0,0,0,0,0,NW,12.0,57.0,1
2007-09-17,0,0,0,0,0,0,W,8.0,47.0,1
2007-09-26,0,1,0,0,0,0,W,12.0,50.0,2
2007-09-10,0,0,0,0,0,0,NE,18.0,54.0,1
2007-10-13,0,0,0,0,0,0,SW,13.0,47.0,1
2007-09-18,0,0,0,0,0,0,N,15.0,67.0,1
2007-09-29,0,0,0,0,0,0,NNW,25.0,49.0,1
2007-10-07,0,0,0,0,0,0,NNW,6.0,37.0,1
2007-10-19,0,0,0,0,0,0,WSW,10.0,58.0,1
2007-09-02,0,0,0,0,0,0,N,9.0,45.0,1
2007-10-03,0,0,0,0,0,0,WSW,28.0,55.0,1
2007-10-17,0,0,0,0,0,0,SSE,13.0,57.0,1
2007-10-25,0,1,0,0,0,0,SSW,8.0,56.0,2
2007-11-05,0,0,0,0,0,0,SSE,6.0,45.0,1
2007-11-08,0,0,0,0,0,0,ESE,13.0,65.0,1
2007-10-31,0,0,0,0,0,0,S,12.0,66.0,1
2007-11-29,0,0,0,0,0,0,ENE,7.0,70.0,1
2007-11-28,0,0,0,0,0,0,N,5.0,76.0,1
2007-11-12,0,0,0,0,0,0,SSE,7.0,57.0,1
2007-10-30,0,0,0,0,0,0,WNW,10.0,68.0,1
2007-11-13,0,0,0,0,0,0,SW,12.0,75.0,1
2007-11-18,0,0,0,0,0,0,NE,12.0,80.0,1
2007-11-06,0,0,0,0,0,0,WSW,6.0,55.0,1
2007-11-30,0,0,0,0,0,0,S,12.0,65.0,1
2007-11-19,0,0,0,0,0,0,SSE,10.0,87.0,1
2007-11-26,0,0,0,0,0,0,SSE,5.0,56.0,1
2007-11-10,0,0,0,0,0,0,SSW,12.0,68.0,1
2007-11-09,0,0,0,0,0,0,SSW,9.0,77.0,1
2007-10-24,0,0,0,0,0,0,SSW,17.0,63.0,1
2007-11-27,0,0,0,0,0,0,SE,22.0,54.0,1
2007-10-20,0,0,0,0,0,0,SSW,13.0,67.0,1
2007-11-21,0,1,0,0,0,0,S,9.0,56.0,2
2007-11-23,0,0,0,0,0,0,SW,18.0,64.0,1
2007-11-22,0,0,0,0,0,0,SW,15.0,57.0,1
2007-11-11,0,0,1,0,0,0,SW,7.0,55.0,1
2007-11-14,0,0,0,0,0,0,SW,9.0,71.0,1
2007-11-24,0,0,0,0,0,0,WSW,7.0,70.0,1
2007-10-26,0,0,0,0,0,0,S,6.0,52.0,1
2007-11-17,0,0,0,0,0,0,W,5.0,75.0,1
2007-10-21,0,0,0,0,0,0,NNE,13.0,90.0,1
2007-11-15,0,0,0,0,0,0,SW,12.0,64.0,1
2007-10-28,0,0,0,0,0,0,NE,13.0,73.0,1
2007-11-16,0,0,0,0,0,0,NNE,10.0,80.0,1
2007-11-07,0,0,0,0,0,0,S,18.0,62.0,1
2007-12-01,0,0,0,0,0,0,ESE,3.0,58.0,1
2007-10-27,0,0,0,0,0,0,N,14.0,83.0,1
2007-10-29,0,0,0,0,0,0,WNW,24.0,53.0,1
2007-11-03,0,1,0,0,0,0,SE,12.0,53.0,2
2007-11-04,0,1,0,0,0,0,SE,12.0,53.0,2
2007-11-20,0,0,0,0,0,0,S,13.0,78.0,1
2007-11-02,0,1,0,0,0,0,WSW,7.0,55.0,2
2007-11-25,0,0,0,0,0,0,SW,16.0,65.0,1
2007-11-01,0,0,0,0,0,0,SSW,5.0,57.0,1
2007-10-23,0,0,0,0,0,0,SSW,10.0,51.0,1
2007-10-22,0,1,0,0,0,0,S,16.0,58.0,2
2007-12-02,0,0,0,0,1,0,N,21.0,87.0,1
2007-12-21,0,0,0,0,0,0,ENE,5.0,69.0,9
2007-12-24,0,0,0,0,0,0,SSW,13.0,58.0,1
2007-12-16,0,0,0,0,0,0,SSE,9.0,60.0,1
2008-01-11,0,0,0,0,0,0,S,13.0,63.0,1
2007-12-29,0,0,0,0,0,0,W,5.0,71.0,1
2007-12-18,0,0,0,0,0,0,N,13.0,73.0,1
2007-12-26,0,0,0,0,0,0,S,14.0,70.0,1
2007-12-22,0,0,0,0,0,0,W,17.0,59.0,2
2007-12-11,0,0,0,0,0,0,WSW,8.0,63.0,1
2008-01-01,0,0,0,0,0,0,N,20.0,86.0,1
2008-01-07,0,0,0,0,0,0,SE,12.0,73.0,1
2007-12-25,0,0,0,0,0,0,S,16.0,59.0,1
2007-12-15,0,0,0,0,0,0,N,16.0,69.0,1
2007-12-31,0,0,0,0,0,0,NNW,12.0,100.0,1
2007-12-13,0,0,0,0,0,0,S,5.0,72.0,1
2007-12-19,0,1,0,0,0,0,NNE,8.0,78.0,2
2007-12-12,0,0,0,0,0,0,S,13.0,57.0,1
2007-12-14,0,0,0,0,0,0,N,17.0,73.0,1
2008-01-08,0,0,0,0,0,0,S,13.0,74.0,1
2008-01-12,0,0,0,0,0,0,S,6.0,67.0,1
2007-12-09,0,0,0,0,0,0,WSW,9.0,63.0,1
2007-12-10,0,0,0,0,0,0,SW,10.0,64.0,1
2008-01-05,0,0,0,0,0,0,S,7.0,96.0,1
2007-12-27,0,0,0,0,0,0,SSW,10.0,73.0,1
2008-01-06,0,0,0,0,0,0,SW,14.0,71.0,1
2008-01-19,0,0,0,0,0,0,NNW,12.0,66.0,2
2008-01-02,0,0,0,0,0,0,SSW,5.0,60.0,1
2007-12-23,0,1,0,0,0,0,W,12.0,57.0,2
2007-12-04,0,0,0,0,0,0,NNW,7.0,55.0,1
2007-12-05,0,0,0,0,0,0,S,7.0,68.0,1
2007-12-17,0,0,0,0,0,0,SSE,9.0,63.0,1
2008-01-15,0,0,0,0,0,0,S,12.0,84.0,1
2007-12-28,0,0,0,0,0,0,E,8.0,81.0,1
2007-12-30,0,0,0,0,0,0,SSE,13.0,81.0,1
2007-12-07,0,0,0,0,0,0,SW,9.0,75.0,1
2008-01-18,0,0,0,0,0,0,NW,5.0,69.0,1
2008-01-04,0,0,0,0,0,0,SSW,2.0,64.0,1
2007-12-20,0,0,0,0,0,0,N,14.0,79.0,1
2008-01-09,0,0,0,0,0,0,WSW,9.0,58.0,1
2008-01-03,0,0,0,0,0,0,ESE,23.0,79.0,9
2007-12-06,0,0,0,0,0,0,N,16.0,90.0,1
2008-01-13,0,0,0,0,0,0,S,16.0,67.0,1
2008-01-17,0,0,0,0,0,0,S,10.0,76.0,1
2007-12-03,0,1,0,0,0,0,NW,14.0,74.0,2
2008-01-10,0,0,0,0,0,0,NW,12.0,102.0,1
2007-12-08,0,0,0,0,0,0,S,6.0,57.0,1
2008-01-14,0,0,0,0,0,0,S,15.0,68.0,1
2008-01-16,0,0,0,0,0,0,SSE,10.0,64.0,1
2008-02-28,0,0,0,0,0,0,S,20.0,60.0,1
2008-01-27,0,0,0,0,0,0,SE,23.0,78.0,1
2008-02-11,0,0,0,0,0,0,SE,15.0,75.0,1
2008-02-29,0,0,0,0,0,0,S,14.0,55.0,1
2008-02-22,0,1,0,0,0,0,SW,20.0,56.0,2
2008-02-21,0,0,0,0,0,0,S,12.0,62.0,1
2008-02-26,0,0,0,0,0,0,S,15.0,50.0,1
2008-01-21,0,0,0,0,0,0,SE,30.0,67.0,1
2008-01-29,0,0,0,0,0,0,SE,8.0,72.0,1
2008-02-03,0,0,0,0,0,0,S,8.0,75.0,9
2008-02-05,0,0,0,0,0,0,S,13.0,70.0,1
2008-02-01,0,0,0,0,0,0,S,16.0,72.0,1
2008-02-27,0,0,0,0,0,0,SSW,15.0,65.0,1
2008-02-08,0,1,0,0,0,0,S,14.0,55.0,2
2008-02-20,0,1,0,0,0,0,N,9.0,77.0,2
2008-01-26,0,0,0,0,0,0,N,13.0,91.0,1
2008-03-02,0,0,0,0,0,0,NE,2.0,47.0,1
2008-01-23,0,0,0,0,0,0,W,5.0,73.0,1
2008-01-28,0,0,0,0,0,0,S,8.0,74.0,1
2008-02-23,0,1,0,0,0,0,W,13.0,50.0,2
2008-01-31,0,1,0,0,0,0,SSW,9.0,63.0,2
2008-02-24,0,0,0,0,0,0,SW,14.0,50.0,1
2008-02-15,0,0,0,0,0,0,SSW,15.0,71.0,1
2008-02-19,0,0,0,0,0,0,WSW,7.0,78.0,1
2008-02-02,0,0,0,0,0,0,SSW,10.0,73.0,1
2008-02-17,0,0,0,0,0,0,NE,10.0,78.0,1
2008-02-06,0,0,0,0,0,0,SW,12.0,73.0,1
2008-03-01,0,0,0,0,0,0,SSE,6.0,70.0,1
2008-01-25,0,0,0,0,0,0,S,9.0,58.0,1
2008-02-25,0,0,0,0,0,0,S,8.0,66.0,1
2008-02-12,0,0,0,0,0,0,SSE,9.0,69.0,1
2008-01-24,0,0,0,0,0,0,SSE,9.0,67.0,1
2008-02-09,0,0,0,0,0,0,SSW,12.0,54.0,1
2008-01-20,0,1,0,0,0,0,SSW,18.0,66.0,2
2008-02-16,0,0,0,0,0,0,SSW,12.0,77.0,1
2008-01-30,0,0,0,0,0,0,SW,13.0,82.0,1
2008-02-14,0,0,0,0,0,0,S,22.0,64.0,1
2008-02-18,0,0,0,0,0,0,E,6.0,74.0,1
2008-02-10,0,0,0,0,0,0,E,8.0,61.0,1
2008-02-13,0,0,0,0,0,0,S,14.0,62.0,1
2008-02-04,0,0,0,0,0,0,S,8.0,78.0,1
2008-02-07,0,0,0,0,0,0,SSW,18.0,64.0,1
2008-01-22,0,0,0,0,0,0,SSW,16.0,57.0,1
2008-04-11,0,0,0,0,0,0,NNW,22.0,70.0,1
2008-03-14,0,0,0,0,0,0,N,12.0,85.0,1
2008-03-06,0,0,0,0,0,0,N,14.0,69.0,9
2008-04-01,0,0,0,0,0,0,SW,5.0,47.0,9
2008-04-05,0,0,0,0,0,0,WSW,10.0,61.0,1
2008-03-03,0,0,0,0,0,0,NW,13.0,82.0,1
2008-03-05,0,0,0,0,0,0,NNE,7.0,58.0,1
2008-04-09,0,0,0,0,0,0,ENE,2.0,69.0,1
2008-03-28,0,0,0,0,0,0,NNW,5.0,46.0,1
2008-03-16,0,0,0,0,0,0,WSW,10.0,76.0,1
2008-04-02,0,0,0,0,0,0,N,22.0,63.0,1
2008-03-10,0,0,0,0,0,0,N,8.0,70.0,1
2008-03-17,0,0,0,0,0,0,N,15.0,82.0,1
2008-04-06,0,0,0,0,0,0,SSE,10.0,64.0,1
2008-04-03,0,0,0,0,0,0,W,14.0,50.0,1
2008-03-18,0,0,0,0,0,0,N,15.0,83.0,1
2008-03-11,0,0,0,0,0,0,S,6.0,63.0,1
2008-03-30,0,0,0,0,0,0,NW,12.0,65.0,1
2008-03-25,0,0,0,0,0,0,NW,12.0,75.0,1
2008-03-20,0,0,0,0,0,0,W,14.0,55.0,1
2008-04-07,0,0,1,0,0,0,NE,6.0,46.0,1
2008-04-10,0,1,0,0,0,0,NW,7.0,77.0,2
2008-03-27,0,1,0,0,0,0,ESE,5.0,55.0,2
2008-03-22,0,0,0,0,0,0,NNW,6.0,62.0,1
2008-03-08,0,0,0,0,0,0,ENE,5.0,59.0,1
2008-04-13,0,0,0,0,0,0,S,16.0,59.0,1
2008-03-12,0,0,0,0,0,0,S,20.0,89.0,1
2008-03-29,0,0,0,0,0,0,NNW,16.0,60.0,1
2008-03-31,0,0,0,0,0,0,WSW,10.0,65.0,1
2008-03-24,0,1,0,0,0,0,NNE,14.0,79.0,2
2008-04-14,0,0,0,0,0,0,NE,3.0,55.0,1
2008-03-26,0,0,0,0,0,0,WNW,13.0,58.0,1
2008-03-13,0,0,0,0,0,0,NNW,5.0,94.0,1
2008-03-07,0,0,0,0,0,0,S,12.0,66.0,1
2008-04-04,0,0,0,0,0,0,NW,9.0,47.0,1
2008-03-23,0,0,0,0,0,0,NNE,24.0,70.0,1
2008-03-21,0,0,0,0,0,0,S,22.0,58.0,1
2008-04-12,0,0,0,0,0,0,W,5.0,66.0,1
2008-04-08,0,0,0,0,0,0,E,9.0,56.0,1
2008-03-15,0,0,0,0,0,0,E,5.0,58.0,1
2008-03-19,0,0,0,0,0,0,SSW,7.0,79.0,1
2008-03-04,0,0,0,0,0,0,S,14.0,70.0,1
2008-03-09,0,0,0,0,0,0,E,5.0,60.0,1
2008-04-15,0,0,0,0,0,0,SSE,14.0,50.0,1
2008-05-21,0,0,0,0,0,0,SE,10.0,59.0,1
2008-04-28,0,0,0,0,0,0,WSW,8.0,38.0,1
2008-04-17,0,0,0,0,0,0,SSE,13.0,51.0,1
2008-05-14,0,0,0,0,0,0,N,9.0,41.0,1
2008-04-24,0,0,0,0,0,0,N,8.0,45.0,1
2008-04-25,0,1,0,0,0,0,W,5.0,58.0,2
2008-04-21,0,0,0,0,0,0,NW,5.0,53.0,1
2008-05-16,0,0,0,0,0,0,N,24.0,52.0,1
2008-05-04,0,0,0,0,0,0,SSE,2.0,49.0,1
2008-04-19,0,0,0,0,0,0,SE,6.0,68.0,1
2008-05-01,0,1,0,0,0,0,N,14.0,50.0,2
2008-05-06,0,0,0,0,0,0,WNW,10.0,59.0,1
2008-05-02,0,0,0,0,0,0,NE,1.0,48.0,1
2008-05-09,0,0,0,0,0,0,ENE,1.0,55.0,1
2008-04-18,0,0,0,0,0,0,SSW,7.0,60.0,1
2008-05-17,0,1,0,0,0,0,N,17.0,46.0,2
2008-05-03,0,0,0,0,0,0,NE,1.0,47.0,1
2008-04-27,0,0,0,0,0,0,SSW,16.0,53.0,1
2008-04-16,0,0,0,0,0,0,S,10.0,59.0,1
2008-05-18,0,0,0,0,0,0,WSW,12.0,55.0,1
2008-05-27,0,1,0,0,0,0,SSW,5.0,54.0,2
2008-05-12,0,0,0,0,0,0,SSW,5.0,60.0,1
2008-05-26,0,0,0,0,0,0,N,8.0,49.0,1
2008-05-08,0,0,0,0,0,0,W,6.0,57.0,1
2008-05-19,0,0,0,0,0,0,NW,12.0,60.0,1
2008-05-15,0,0,0,0,0,0,N,6.0,47.0,1
2008-04-26,0,0,0,0,0,0,N,17.0,59.0,9
2008-04-20,0,0,0,0,0,0,SSW,8.0,64.0,1
2008-05-24,0,0,0,0,0,0,ENE,5.0,58.0,1
2008-04-23,0,0,0,0,0,0,S,10.0,54.0,1
