Route_No,SPEED_ZONE,Light_Condition,ROAD_TYPE,DIRECTION_LOCATION,NODE_TYPE,Deg_Urban_Name
5295,60,1,ROAD,W,I,MELB_URBAN
188354,60,1,ROAD,W,I,MELB_URBAN
201439,60,2,STREET,W,I,MELB_URBAN
173975,60,1,ROAD,W,I,MELB_URBAN
5002,60,2,ROAD,S,I,MELB_URBAN
178388,60,1,ROAD,W,I,MELB_URBAN
5089,60,1,ROAD,W,I,MELB_URBAN
139403,60,1,ROAD,W,I,MELB_URBAN
5310,40,1,ROAD,S,I,MELB_URBAN
226196,40,1,ROAD,S,I,MELB_URBAN
165989,999,1,STREET,N,I,MELB_URBAN
187559,60,1,ROAD,W,I,MELB_URBAN
165452,60,1,ROAD,S,I,MELB_URBAN
5699,60,3,ROAD,NW,I,MELB_URBAN
171599,60,3,ROAD,NW,I,MELB_URBAN
147802,60,1,ROAD,W,I,MELB_URBAN
102277,60,1,ROAD,W,I,MELB_URBAN
108662,60,1,ROAD,W,I,MELB_URBAN
154948,60,1,STREET,E,I,MELB_URBAN
185554,60,1,STREET,E,I,MELB_URBAN
5302,60,1,ROAD,W,I,MELB_URBAN
5306,60,1,ROAD,W,I,MELB_URBAN
151464,60,1,ROAD,W,I,MELB_URBAN
103058,60,1,ROAD,W,I,MELB_URBAN
5584,60,1,ROAD,S,I,MELB_URBAN
132078,60,1,ROAD,S,I,MELB_URBAN
184419,60,1,ROAD,S,I,MELB_URBAN
149386,60,3,ROAD,N,I,MELB_URBAN
182530,80,1,HIGHWAY,E,I,MELB_URBAN
250085,80,1,HIGHWAY,E,I,MELB_URBAN
164770,80,1,ROAD,N,I,MELB_URBAN
5783,100,1,HIGHWAY,SW,I,MELB_URBAN
5920,100,1,HIGHWAY,SW,I,MELB_URBAN
161175,60,1,HIGHWAY,W,I,MELB_URBAN
273465,60,1,HIGHWAY,W,I,MELB_URBAN
5422,70,1,ROAD,SE,I,MELB_URBAN
142479,70,1,ROAD,SE,I,MELB_URBAN
152792,60,1,STREET,N,I,MELB_URBAN
207431,50,1,GROVE,SW,I,MELB_URBAN
231796,50,1,GROVE,SW,I,MELB_URBAN
5298,60,1,STREET,S,I,MELB_URBAN
111711,60,1,STREET,S,I,MELB_URBAN
201368,60,1,STREET,S,I,MELB_URBAN
109802,60,1,STREET,W,I,MELB_URBAN
112115,60,1,STREET,W,I,MELB_URBAN
203659,60,1,STREET,W,I,MELB_URBAN
5596,60,1,STREET,S,I,MELB_URBAN
198980,60,1,STREET,S,I,MELB_URBAN
158544,60,1,ROAD,W,I,MELB_URBAN
142551,60,1,AVENUE,W,I,MELB_URBAN
164623,60,1,AVENUE,W,I,MELB_URBAN
233319,60,1,AVENUE,W,I,MELB_URBAN
209748,60,1,ROAD,W,I,MELB_URBAN
5847,60,1,ROAD,S,I,MELB_URBAN
124699,60,1,ROAD,S,I,MELB_URBAN
187573,60,1,ROAD,S,I,MELB_URBAN
236127,60,1,ROAD,W,I,MELB_URBAN
193824,50,1,STREET,N,I,MELB_URBAN
208557,50,1,STREET,N,I,MELB_URBAN
149581,60,1,ROAD,S,I,MELB_URBAN
204641,60,1,ROAD,S,I,MELB_URBAN
5301,60,1,ROAD,S,I,MELB_URBAN
210667,60,1,ROAD,S,I,MELB_URBAN
132446,60,1,ROAD,N,I,MELB_URBAN
227930,60,1,ROAD,N,I,MELB_URBAN
103449,60,1,ROAD,W,I,MELB_URBAN
116324,60,1,ROAD,W,I,MELB_URBAN
166174,60,1,ROAD,W,I,MELB_URBAN
106355,60,1,ROAD,W,I,MELB_URBAN
122029,50,1,STREET,N,I,MELB_URBAN
189898,50,1,STREET,N,I,MELB_URBAN
216310,60,1,ROAD,W,I,MELB_URBAN
138849,80,1,ROAD,E,I,MELB_URBAN
124442,60,2,ROAD,N,I,MELB_URBAN
154543,60,2,ROAD,N,I,MELB_URBAN
188878,60,2,ROAD,N,I,MELB_URBAN
280621,50,1,ROAD,N,I,MELB_URBAN
149990,80,1,ROAD,E,I,MELB_URBAN
195348,60,1,ROAD,W,I,MELB_URBAN
134451,60,2,ROAD,W,I,MELB_URBAN
149723,40,1,ROAD,N,I,MELB_URBAN
235215,40,1,ROAD,N,I,MELB_URBAN
5799,80,1,ROAD,W,I,MELB_URBAN
180781,80,1,ROAD,W,I,MELB_URBAN
120970,80,1,ROAD,SW,I,MELB_URBAN
281570,80,1,ROAD,SW,I,MELB_URBAN
171498,80,1,HIGHWAY,SE,I,MELB_URBAN
5429,60,1,ROAD,W,I,RURAL_VICTORIA
5782,60,1,ROAD,W,I,RURAL_VICTORIA
152384,60,1,ROAD,W,I,RURAL_VICTORIA
111698,60,1,ROAD,N,I,MELB_URBAN
201303,60,1,ROAD,NW,I,MELB_URBAN
5846,70,1,ROAD,S,I,MELB_URBAN
161394,60,1,ROAD,W,I,MELB_URBAN
231634,60,1,ROAD,W,I,MELB_URBAN
281314,60,1,ROAD,W,I,MELB_URBAN
111445,60,1,AVENUE,N,I,MELB_URBAN
116874,60,1,AVENUE,N,I,MELB_URBAN
5845,70,1,ROAD,W,I,MELB_URBAN
226553,70,1,ROAD,W,I,MELB_URBAN
134372,50,3,ROAD,W,I,MELB_URBAN
225173,50,3,ROAD,W,I,MELB_URBAN
214574,60,1,ROAD,W,I,MELB_URBAN
212694,60,3,ROAD,W,I,MELB_URBAN
178450,70,1,ROAD,W,I,MELB_URBAN
236500,80,1,HIGHWAY,NW,I,MELB_URBAN
177813,50,1,ROAD,W,I,MELB_URBAN
5317,60,3,ROAD,S,I,MELB_URBAN
104887,60,3,ROAD,S,I,MELB_URBAN
231792,60,3,ROAD,S,I,MELB_URBAN
190578,70,1,ROAD,S,I,MELB_URBAN
180832,60,1,ROAD,W,I,MELB_URBAN
233315,60,1,ROAD,W,I,MELB_URBAN
101720,50,1,AVENUE,N,I,MELB_URBAN
201511,50,1,AVENUE,N,I,MELB_URBAN
118585,60,1,AVENUE,N,I,MELB_URBAN
161928,50,1,ROAD,W,I,MELB_URBAN
5170,60,1,ROAD,S,I,MELB_URBAN
171307,60,1,ROAD,S,I,MELB_URBAN
126626,80,1,DRIVE,N,I,MELB_URBAN
208267,80,1,DRIVE,N,I,MELB_URBAN
187039,60,1,ROAD,NW,I,MELB_URBAN
184212,60,2,ROAD,NW,I,MELB_URBAN
125348,60,1,ROAD,N,I,MELB_URBAN
203123,60,1,ROAD,N,I,MELB_URBAN
5312,40,1,ROAD,W,I,MELB_URBAN
167115,80,1,ROAD,N,I,MELB_URBAN
190558,80,1,ROAD,N,I,MELB_URBAN
275741,80,1,ROAD,N,I,MELB_URBAN
5841,60,1,ROAD,NW,I,MELB_URBAN
124508,60,1,ROAD,NW,I,MELB_URBAN
126307,60,1,ROAD,NW,I,MELB_URBAN
163834,60,1,ROAD,NW,I,MELB_URBAN
235737,60,3,ROAD,N,I,MELB_URBAN
138275,60,1,ROAD,W,I,MELB_URBAN
132848,60,1,ROAD,W,I,MELB_URBAN
139347,60,1,ROAD,W,I,MELB_URBAN
146435,60,1,ROAD,W,I,MELB_URBAN
151797,50,1,ROAD,N,I,MELB_URBAN
189057,50,1,ROAD,N,I,MELB_URBAN
166802,80,1,HIGHWAY,NW,I,MELB_URBAN
208108,70,1,HIGHWAY,NW,I,MELB_URBAN
186505,60,1,STREET,SW,I,MELB_URBAN
5439,60,1,ROAD,W,I,MELB_URBAN
109124,60,1,ROAD,W,I,MELB_URBAN
200606,80,1,HIGHWAY,W,I,MELB_URBAN
114552,70,1,HIGHWAY,NW,I,MELB_URBAN
178047,60,1,PARADE,SW,I,MELB_URBAN
5104,60,1,ROAD,W,I,MELB_URBAN
199179,60,1,ROAD,W,I,MELB_URBAN
281021,70,1,ROAD,S,I,MELB_URBAN
280739,60,1,HIGHWAY,N,I,MELB_URBAN
114648,60,1,ROAD,SW,I,MELB_URBAN
226539,60,1,ROAD,SW,I,MELB_URBAN
226540,60,1,ROAD,SW,I,MELB_URBAN
224210,60,1,HIGHWAY,NE,I,MELB_URBAN
245391,60,1,HIGHWAY,NE,I,MELB_URBAN
5167,70,1,ROAD,NW,I,MELB_URBAN
176526,70,1,ROAD,SE,I,MELB_URBAN
169803,80,1,ROAD,E,I,MELB_URBAN
214703,80,1,HIGHWAY,NE,I,MELB_URBAN
283077,100,1,HIGHWAY,S,I,MELB_URBAN
5764,60,1,ROAD,W,I,MELB_URBAN
226455,60,1,ROAD,W,I,MELB_URBAN
244555,60,1,ROAD,W,I,MELB_URBAN
124429,80,1,ROAD,N,I,MELB_URBAN
5058,50,1,ROAD,W,I,MELB_URBAN
219131,50,1,ROAD,W,I,MELB_URBAN
204699,75,1,STREET,W,I,MELB_URBAN
217350,75,1,STREET,W,I,MELB_URBAN
151361,60,1,ROAD,N,I,MELB_URBAN
212295,60,1,ROAD,N,I,MELB_URBAN
5048,60,1,ROAD,N,I,SMALL_CITIES
109031,60,1,ROAD,N,I,SMALL_CITIES
118272,60,1,STREET,W,I,MELB_URBAN
5786,60,2,ROAD,W,I,MELB_URBAN
278512,60,2,ROAD,W,I,MELB_URBAN
2230,100,2,ROAD,NE,I,MELB_URBAN
5152,100,2,ROAD,NE,I,MELB_URBAN
125733,80,1,STREET,E,I,MELB_URBAN
191690,80,1,STREET,E,I,MELB_URBAN
198167,100,1,ROAD,N,I,MELB_URBAN
5213,100,1,HIGHWAY,N,I,RURAL_VICTORIA
274349,100,1,ROAD,N,I,MELB_URBAN
121788,999,1,ROAD,W,I,RURAL_VICTORIA
111776,80,1,HIGHWAY,N,I,MELB_URBAN
119144,100,1,ROAD,W,I,RURAL_VICTORIA
136435,100,1,ROAD,W,I,RURAL_VICTORIA
5760,90,1,ROAD,S,I,RURAL_VICTORIA
119142,100,1,ROAD,S,I,MELB_URBAN
114321,100,1,ROAD,N,I,MELB_URBAN
154766,100,1,ROAD,N,I,MELB_URBAN
161131,50,2,STREET,W,I,MELB_URBAN
209673,50,2,STREET,W,I,MELB_URBAN
131889,50,1,STREET,W,I,MELB_URBAN
172244,50,1,STREET,W,I,MELB_URBAN
194998,60,1,ROAD,W,I,MELB_URBAN
5761,100,1,ROAD,E,I,RURAL_VICTORIA
119303,60,1,ROAD,E,I,MELB_URBAN
240175,60,1,ROAD,E,I,MELB_URBAN
5758,70,1,ROAD,N,I,MELB_URBAN
153821,70,1,ROAD,N,I,MELB_URBAN
5831,80,1,ROAD,SE,I,RURAL_VICTORIA
163374,80,1,ROAD,SE,I,RURAL_VICTORIA
5093,70,1,ROAD,E,I,MELB_URBAN
193052,70,1,ROAD,E,I,MELB_URBAN
176358,80,1,ROAD,W,I,MELB_URBAN
5588,80,1,ROAD,SE,I,MELB_URBAN
279246,80,1,ROAD,SE,I,MELB_URBAN
163153,70,1,ROAD,SE,I,MELB_URBAN
118823,50,1,ROAD,SW,I,MELB_URBAN
276097,50,1,ROAD,SW,I,MELB_URBAN
154878,60,1,STREET,SE,I,MELB_URBAN
124144,70,1,ROAD,N,I,MELB_URBAN
210607,70,1,ROAD,N,I,MELB_URBAN
5443,70,1,ROAD,E,I,MELB_URBAN
193044,70,1,ROAD,E,I,MELB_URBAN
236895,60,2,ROAD,S,I,MELB_URBAN
2730,70,1,TERRACE,N,I,LARGE_PROVINCIAL_CITIES
2800,70,1,TERRACE,N,I,LARGE_PROVINCIAL_CITIES
5106,60,2,ROAD,W,I,MELB_URBAN
157709,60,2,ROAD,W,I,MELB_URBAN
105454,100,1,ROAD,SW,I,RURAL_VICTORIA
5873,60,1,ROAD,W,I,MELB_URBAN
113615,60,1,ROAD,W,I,MELB_URBAN
280168,60,1,ROAD,W,I,MELB_URBAN
153373,70,1,STREET,SW,I,SMALL_CITIES
4005,80,1,ROAD,NE,I,RURAL_VICTORIA
140644,80,1,ROAD,NE,I,RURAL_VICTORIA
175061,80,1,ROAD,NE,I,RURAL_VICTORIA
5087,60,3,STREET,E,I,LARGE_PROVINCIAL_CITIES
105565,60,3,STREET,E,I,LARGE_PROVINCIAL_CITIES
111075,50,1,AVENUE,NW,I,MELB_URBAN
165693,50,1,AVENUE,NW,I,MELB_URBAN
127523,60,1,STREET,W,I,MELB_URBAN
5722,60,1,ROAD,W,I,MELB_URBAN
129337,60,1,ROAD,W,I,MELB_URBAN
193701,60,1,ROAD,W,I,MELB_URBAN
5719,60,1,ROAD,SE,I,MELB_URBAN
5790,60,1,ROAD,SE,I,MELB_URBAN
225715,50,3,ROAD,NW,I,MELB_URBAN
122246,50,1,ROAD,N,I,MELB_URBAN
133976,50,1,ROAD,N,I,MELB_URBAN
5200,60,1,STREET,NE,I,TOWNS
161288,60,1,STREET,NE,I,TOWNS
236101,60,1,STREET,NE,I,TOWNS
148272,60,1,STREET,NW,I,SMALL_CITIES
5508,60,1,ROAD,E,I,MELB_URBAN
140436,60,1,ROAD,E,I,MELB_URBAN
205308,60,3,ROAD,E,I,MELB_URBAN
124368,50,1,ROAD,W,I,MELB_URBAN
223528,50,1,ROAD,W,I,MELB_URBAN
216331,60,1,ROAD,S,I,MELB_URBAN
120032,60,1,STREET,S,I,MELB_URBAN
131812,60,1,STREET,S,I,MELB_URBAN
5060,100,1,ROAD,SW,I,RURAL_VICTORIA
152526,100,1,ROAD,SW,I,RURAL_VICTORIA
196491,100,1,ROAD,SW,I,RURAL_VICTORIA
140986,60,1,STREET,S,I,MELB_URBAN
191786,60,1,STREET,S,I,MELB_URBAN
234663,100,1,FREEWAY,W,I,RURAL_VICTORIA
5600,60,1,ROAD,SW,I,MELB_URBAN
5602,60,1,ROAD,SW,I,MELB_URBAN
5581,60,1,STREET,E,I,MELB_URBAN
147476,60,1,STREET,E,I,MELB_URBAN
144168,60,1,ROAD,W,I,MELB_URBAN
177321,60,1,ROAD,S,I,MELB_URBAN
282650,60,1,ROAD,S,I,MELB_URBAN
218993,60,3,ROAD,W,I,MELB_URBAN
101934,60,2,STREET,W,I,MELB_URBAN
173956,60,2,STREET,W,I,MELB_URBAN
189388,60,1,ROAD,S,I,MELB_URBAN
5445,80,1,HIGHWAY,NE,I,MELB_URBAN
199994,80,1,HIGHWAY,NE,I,MELB_URBAN
146057,50,1,STREET,E,I,MELB_URBAN
184810,50,1,STREET,E,I,MELB_URBAN
114409,50,1,STREET,W,I,MELB_URBAN
152275,50,1,STREET,W,I,MELB_URBAN
283080,60,1,HIGHWAY,NE,I,MELB_URBAN
139680,50,1,CRESCENT,SW,I,MELB_URBAN
227951,50,1,CRESCENT,SW,I,MELB_URBAN
125762,60,1,STREET,W,I,SMALL_CITIES
144365,60,1,STREET,W,I,SMALL_CITIES
106184,50,1,ROAD,N,I,MELB_URBAN
219803,50,1,ROAD,N,I,MELB_URBAN
117462,50,1,ROAD,NE,I,MELB_URBAN
129046,50,1,ROAD,NE,I,MELB_URBAN
165900,50,1,ROAD,NE,I,MELB_URBAN
130367,70,2,HIGHWAY,E,I,LARGE_PROVINCIAL_CITIES
5042,80,1,ROAD,SE,I,MELB_URBAN
158651,60,1,ROAD,E,I,MELB_URBAN
115595,60,3,WAY,SE,I,MELB_URBAN
164344,60,1,DRIVE,W,I,MELB_URBAN
175975,60,3,STREET,N,I,MELB_URBAN
203187,60,3,STREET,N,I,MELB_URBAN
212761,60,1,ROAD,E,I,MELB_URBAN
255693,60,1,ROAD,E,I,MELB_URBAN
184220,70,3,PARADE,N,I,MELB_URBAN
5198,80,3,HIGHWAY,NE,I,LARGE_PROVINCIAL_CITIES
190406,60,1,STREET,S,I,MELB_URBAN
216945,60,1,STREET,S,I,MELB_URBAN
144689,50,1,STREET,N,I,MELB_URBAN
183286,50,1,STREET,N,I,MELB_URBAN
201432,60,1,ROAD,E,I,MELB_URBAN
110057,50,1,STREET,E,I,MELB_URBAN
206236,50,1,STREET,E,I,MELB_URBAN
170490,60,2,AVENUE,SW,I,MELB_URBAN
279322,60,2,AVENUE,SW,I,MELB_URBAN
2170,60,1,STREET,SE,I,SMALL_CITIES
116660,60,1,STREET,SE,I,SMALL_CITIES
2610,50,1,AVENUE,SW,I,SMALL_CITIES
231837,50,1,AVENUE,SW,I,SMALL_CITIES
2770,50,1,UNKNOWN,NE,I,LARGE_PROVINCIAL_CITIES
118859,50,1,UNKNOWN,NE,I,LARGE_PROVINCIAL_CITIES
173157,100,3,ROAD,N,I,RURAL_VICTORIA
215485,100,3,ROAD,N,I,RURAL_VICTORIA
209711,50,1,STREET,E,I,TOWNS
278541,50,1,STREET,E,I,TOWNS
5288,60,1,STREET,E,I,SMALL_CITIES
146784,60,1,STREET,E,I,SMALL_CITIES
156165,80,1,DRIVE,N,I,SMALL_CITIES
186313,80,1,DRIVE,N,I,SMALL_CITIES
185582,60,1,ROAD,N,I,LARGE_PROVINCIAL_CITIES
207112,60,1,ROAD,N,I,LARGE_PROVINCIAL_CITIES
125770,60,1,STREET,N,I,LARGE_PROVINCIAL_CITIES
209332,60,1,STREET,N,I,LARGE_PROVINCIAL_CITIES
142494,60,1,ROAD,S,I,LARGE_PROVINCIAL_CITIES
224790,80,1,HIGHWAY,N,I,LARGE_PROVINCIAL_CITIES
4032,50,1,STREET,N,I,TOWNS
145615,50,1,STREET,N,I,TOWNS
2780,70,3,TERRACE,N,I,LARGE_PROVINCIAL_CITIES
5001,70,3,TERRACE,N,I,LARGE_PROVINCIAL_CITIES
151125,50,1,STREET,N,I,LARGE_PROVINCIAL_CITIES
178856,50,1,STREET,N,I,LARGE_PROVINCIAL_CITIES
150009,60,2,STREET,SW,I,LARGE_PROVINCIAL_CITIES
201352,60,2,STREET,SW,I,LARGE_PROVINCIAL_CITIES
229840,60,2,STREET,SW,I,LARGE_PROVINCIAL_CITIES
197705,60,1,TERRACE,S,I,LARGE_PROVINCIAL_CITIES
197116,60,1,AVENUE,S,I,LARGE_PROVINCIAL_CITIES
171802,60,1,STREET,E,I,LARGE_PROVINCIAL_CITIES
283956,60,1,STREET,E,I,LARGE_PROVINCIAL_CITIES
171801,50,1,STREET,N,I,LARGE_PROVINCIAL_CITIES
198080,50,1,STREET,N,I,LARGE_PROVINCIAL_CITIES
148517,60,1,STREET,S,I,LARGE_PROVINCIAL_CITIES
225190,60,1,STREET,S,I,LARGE_PROVINCIAL_CITIES
279832,100,1,HIGHWAY,W,I,RURAL_VICTORIA
5941,60,2,ROAD,W,I,LARGE_PROVINCIAL_CITIES
119312,60,2,ROAD,W,I,LARGE_PROVINCIAL_CITIES
160205,100,1,HIGHWAY,E,I,RURAL_VICTORIA
5857,60,1,STREET,N,I,SMALL_CITIES
277484,60,1,STREET,N,I,SMALL_CITIES
113335,100,1,ROAD,W,I,RURAL_VICTORIA
163540,100,1,ROAD,W,I,RURAL_VICTORIA
5012,100,1,ROAD,N,I,RURAL_VICTORIA
121983,100,1,ROAD,N,I,RURAL_VICTORIA
115168,70,1,ROAD,E,I,SMALL_CITIES
204524,70,1,ROAD,E,I,SMALL_CITIES
127446,100,1,ROAD,NE,I,RURAL_VICTORIA
158516,50,1,STREET,N,I,SMALL_CITIES
208171,50,1,STREET,N,I,SMALL_CITIES
115205,70,2,PARADE,NW,I,SMALL_CITIES
146880,70,2,PARADE,NW,I,SMALL_CITIES
5403,80,1,ROAD,SE,N,SMALL_CITIES
163629,60,1,STREET,SW,I,SMALL_CITIES
273842,60,1,STREET,SW,I,SMALL_CITIES
111703,50,1,STREET,SE,I,TOWNS
184437,50,1,STREET,SE,I,TOWNS
103792,100,2,ROAD,W,I,RURAL_VICTORIA
173814,100,2,ROAD,W,I,RURAL_VICTORIA
5362,40,1,STREET,S,I,TOWNS
5364,40,1,STREET,S,I,TOWNS
102538,40,1,STREET,S,I,TOWNS
2530,50,1,STREET,SE,I,SMALL_TOWNS
274052,50,1,STREET,SE,I,SMALL_TOWNS
158418,60,1,STREET,SW,I,LARGE_PROVINCIAL_CITIES
274651,60,1,STREET,SW,I,LARGE_PROVINCIAL_CITIES
181349,50,1,STREET,S,I,TOWNS
140688,50,1,STREET,N,I,TOWNS
167658,50,1,STREET,N,I,TOWNS
177799,70,1,AVENUE,W,I,TOWNS
279049,70,1,AVENUE,W,I,TOWNS
167638,100,1,HIGHWAY,W,I,RURAL_VICTORIA
193122,100,1,HIGHWAY,W,I,RURAL_VICTORIA
128171,60,1,ROAD,W,I,TOWNS
279885,60,1,ROAD,W,I,TOWNS
279886,60,1,ROAD,W,I,TOWNS
279887,60,1,ROAD,W,I,TOWNS
126464,50,1,STREET,W,I,TOWNS
195223,50,1,STREET,W,I,TOWNS
195224,50,1,STREET,W,I,TOWNS
214490,50,1,STREET,W,I,TOWNS
128051,100,2,HIGHWAY,S,I,RURAL_VICTORIA
192091,100,2,HIGHWAY,S,I,RURAL_VICTORIA
153059,80,1,STREET,SW,I,SMALL_TOWNS
5539,60,1,DRIVE,NW,I,SMALL_CITIES
111605,60,1,DRIVE,NW,I,SMALL_CITIES
126603,50,3,ROAD,W,I,SMALL_CITIES
178992,50,3,ROAD,W,I,SMALL_CITIES
234430,50,3,ROAD,W,I,SMALL_CITIES
111376,60,2,STREET,E,I,TOWNS
141750,100,2,STREET,NW,I,RURAL_VICTORIA
192986,100,2,STREET,NW,I,RURAL_VICTORIA
169711,60,2,STREET,SE,I,SMALL_CITIES
134710,50,1,STREET,N,I,SMALL_CITIES
214605,50,1,STREET,N,I,SMALL_CITIES
2740,80,1,HIGHWAY,E,I,RURAL_VICTORIA
208138,80,1,HIGHWAY,E,I,RURAL_VICTORIA
158819,60,1,STREET,S,I,LARGE_PROVINCIAL_CITIES
138371,60,1,STREET,N,I,LARGE_PROVINCIAL_CITIES
198053,60,1,STREET,N,I,LARGE_PROVINCIAL_CITIES
278206,50,1,STREET,S,I,LARGE_PROVINCIAL_CITIES
180974,60,1,STREET,E,I,LARGE_PROVINCIAL_CITIES
181281,50,1,STREET,N,I,LARGE_PROVINCIAL_CITIES
273312,50,1,STREET,N,I,LARGE_PROVINCIAL_CITIES
207231,60,9,STREET,N,I,LARGE_PROVINCIAL_CITIES
281929,60,9,STREET,N,I,LARGE_PROVINCIAL_CITIES
134676,60,1,STREET,E,I,LARGE_PROVINCIAL_CITIES
213754,50,1,STREET,E,I,LARGE_PROVINCIAL_CITIES
108673,60,3,STREET,NE,I,LARGE_PROVINCIAL_CITIES
128276,60,3,STREET,NE,I,LARGE_PROVINCIAL_CITIES
2520,100,1,HIGHWAY,NW,N,RURAL_VICTORIA
193159,70,1,PARADE,SE,I,SMALL_CITIES
230617,100,1,ROAD,W,N,RURAL_VICTORIA
114644,50,1,AVENUE,N,I,MELB_URBAN
159731,50,1,AVENUE,N,I,MELB_URBAN
114610,70,1,TERRACE,S,I,LARGE_PROVINCIAL_CITIES
179137,70,1,ROAD,SE,I,LARGE_PROVINCIAL_CITIES
235630,70,1,ROAD,SE,I,LARGE_PROVINCIAL_CITIES
117302,60,1,ROAD,N,I,MELB_URBAN
170013,60,3,STREET,S,I,MELB_URBAN
282473,60,3,STREET,S,I,MELB_URBAN
279316,50,1,DRIVE,S,N,MELB_URBAN
162379,70,3,ROAD,W,I,MELB_URBAN
276014,70,3,ROAD,W,I,MELB_URBAN
128820,60,1,CRESCENT,N,I,MELB_URBAN
229632,60,1,CRESCENT,N,I,MELB_URBAN
129709,50,1,STREET,W,I,MELB_URBAN
276300,50,1,STREET,W,I,MELB_URBAN
121378,50,3,STREET,NW,I,TOWNS
282483,50,3,STREET,NW,I,TOWNS
5419,100,1,ROAD,SW,I,RURAL_VICTORIA
284495,100,1,ROAD,SW,I,RURAL_VICTORIA
135637,60,2,ROAD,N,I,LARGE_PROVINCIAL_CITIES
146245,60,2,ROAD,N,I,LARGE_PROVINCIAL_CITIES
190854,60,2,ROAD,N,I,LARGE_PROVINCIAL_CITIES
5409,60,2,ROAD,W,I,SMALL_CITIES
279487,60,2,ROAD,W,I,SMALL_CITIES
209403,100,1,ROAD,W,I,RURAL_VICTORIA
236458,100,1,ROAD,W,I,RURAL_VICTORIA
183579,100,1,ROAD,W,I,RURAL_VICTORIA
160334,50,1,STREET,W,I,SMALL_CITIES
172113,50,1,STREET,W,I,SMALL_CITIES
145666,40,1,STREET,W,I,MELB_URBAN
217467,40,1,STREET,W,I,MELB_URBAN
171310,70,1,STREET,N,I,LARGE_PROVINCIAL_CITIES
201350,70,1,STREET,N,I,LARGE_PROVINCIAL_CITIES
123762,50,3,STREET,N,I,TOWNS
182117,50,3,STREET,N,I,TOWNS
139414,50,1,LANE,E,I,MELB_URBAN
145279,50,1,LANE,E,I,MELB_URBAN
140379,100,1,ROAD,N,I,RURAL_VICTORIA
198180,100,1,ROAD,N,I,RURAL_VICTORIA
114601,50,1,DRIVE,W,I,MELB_URBAN
203665,50,1,DRIVE,W,I,MELB_URBAN
214487,50,6,BOULEVARD,N,I,MELB_URBAN
156097,50,1,AVENUE,N,I,MELB_URBAN
222234,50,1,AVENUE,N,I,MELB_URBAN
148669,50,2,STREET,W,I,MELB_URBAN
151318,50,1,STREET,N,I,MELB_URBAN
201544,50,1,STREET,N,I,MELB_URBAN
2010,50,2,ROAD,SW,I,SMALL_CITIES
129624,50,2,ROAD,SW,I,SMALL_CITIES
155365,50,3,DRIVE,N,I,MELB_URBAN
218424,50,3,DRIVE,N,I,MELB_URBAN
148888,50,3,STREET,N,I,TOWNS
166854,50,3,STREET,N,I,TOWNS
128526,50,3,STREET,SW,I,TOWNS
195759,50,3,STREET,SW,I,TOWNS
139654,60,1,ROAD,E,I,MELB_URBAN
156608,60,1,ROAD,E,I,MELB_URBAN
200778,50,1,AVENUE,N,I,SMALL_CITIES
203548,50,1,AVENUE,N,I,SMALL_CITIES
141680,50,1,COURT,NW,I,MELB_URBAN
163099,50,1,COURT,NW,I,MELB_URBAN
150714,100,1,TRACK,NW,I,RURAL_VICTORIA
199881,100,1,TRACK,NW,I,RURAL_VICTORIA
111759,50,2,STREET,N,I,MELB_URBAN
231799,50,2,STREET,N,I,MELB_URBAN
151476,50,3,ROAD,SW,I,MELB_URBAN
133319,50,1,DRIVE,SW,I,MELB_URBAN
148933,50,1,DRIVE,SW,I,MELB_URBAN
171562,80,1,ROAD,N,I,MELB_URBAN
154754,50,1,STREET,W,I,TOWNS
161337,50,1,STREET,W,I,TOWNS
119369,100,1,ROAD,N,I,RURAL_VICTORIA
274358,100,1,ROAD,N,I,RURAL_VICTORIA
103460,50,2,PARADE,N,I,SMALL_TOWNS
229131,50,2,PARADE,N,I,SMALL_TOWNS
151007,50,2,STREET,NE,I,MELB_URBAN
216531,50,2,STREET,NE,I,MELB_URBAN
276565,60,3,ROAD,S,I,MELB_URBAN
126455,75,1,STREET,E,I,LARGE_PROVINCIAL_CITIES
130441,75,1,STREET,E,I,LARGE_PROVINCIAL_CITIES
170291,75,1,STREET,E,I,LARGE_PROVINCIAL_CITIES
163234,50,1,STREET,E,I,MELB_URBAN
5895,50,3,ROAD,E,I,LARGE_PROVINCIAL_CITIES
217338,50,3,ROAD,E,I,LARGE_PROVINCIAL_CITIES
119654,60,2,ROAD,W,I,TOWNS
177361,60,2,ROAD,W,I,TOWNS
207772,60,2,ROAD,W,I,TOWNS
173253,60,9,STREET,W,I,SMALL_CITIES
187962,60,9,STREET,W,I,SMALL_CITIES
168172,50,1,HIGHWAY,SE,I,TOWNS
101014,50,1,CRESCENT,W,I,SMALL_CITIES
141282,50,1,CRESCENT,W,I,SMALL_CITIES
152031,50,3,COURT,W,I,MELB_URBAN
161812,50,3,COURT,W,I,MELB_URBAN
175981,50,3,COURT,W,I,MELB_URBAN
158930,60,2,STREET,S,I,MELB_URBAN
5525,60,1,ROAD,N,I,TOWNS
283966,60,1,ROAD,N,I,TOWNS
123273,50,1,STREET,W,I,LARGE_PROVINCIAL_CITIES
189798,50,1,STREET,W,I,LARGE_PROVINCIAL_CITIES
183237,70,1,ROAD,N,I,MELB_URBAN
